question,tag,length,is_question,is_tech,is_job,group,count_techs,is_domain
"Should I choose data analysis or aeronautical engineering? A family member is suggesting views of aeronauts. Everybody is now becoming a data scientist. They say the salary for an aeronaut is higher too. Which of the 2 is better, and for which reasons?",data science,252,1,0,1,1,0,0
"Is it possible to become a data scientist with a bioengineering degree? I am a bioengineering major with a CS minor, and I work with a lot of computational analysis and large data sets outside of class. Would these qualify me for a data science job?",data science,249,1,0,1,1,0,1
"I don’t have the quantitative/data analysis skills to be competitive for entry-level corporate customer insights jobs or internships. Given the poor job market, is it worth it to pursue an MS in marketing or is there an alternative to becom?",data science,241,1,0,1,1,0,0
"If I learn MS Excel, can I become a data analyst? What topics in Excel is related to data analysis?",data science,99,1,0,1,0,0,1
Am I the only person on the planet struggling to become a Data Analysis?,data science,72,1,0,1,0,0,1
How do I become a data engineer?,data science,32,1,0,1,0,0,1
How do I learn to become a data engineer?,data science,41,1,0,1,0,0,1
How do I qualify / switch career to become a data engineer?,data science,59,1,0,1,0,0,1
How long does it take to become a data engineer?,data science,48,1,0,1,0,0,1
How is it possible to become a data engineer without a DBA background?,data science,70,1,0,1,0,0,1
How do I become a data engineer? How much software development knowledge should I have?,data science,87,1,0,1,0,0,1
How do I become a self-taught machine learning engineer? I have read a lot of answers about how to be a data scientist but I'm not aware of how to become a machine learning engineer.,data science,182,1,0,1,1,0,1
Is it possible to change careers at 25. I'm a Business analyst. I want to become a data engineer. How hard will it be for me to change?,data science,135,1,0,1,1,0,1
How do I become a data engineer in 2020?,data science,40,1,0,1,0,0,1
How do I become big data engineer?,data science,34,1,0,1,0,0,1
How long does it take to become a data scientist if you have engineering background?,data science,84,1,0,1,0,0,1
"Who is a data engineer, what work does he do, and how can I become a pure data engineer?",data science,88,1,0,1,0,0,0
Is it more difficult for a software engineer to become a data scientist or vice versa?,data science,86,1,0,1,0,0,1
Can a mechanical engineer become a data scientist/ analyst?,data science,59,1,0,1,0,0,1
How can one become a data scientist after having been a systems engineer?,data science,73,1,0,1,0,0,1
How do I become a big data consultant from a data engineer?,data science,59,1,0,1,0,0,1
From where should I start to become a big data engineer?,data science,56,1,0,1,0,0,1
How much R should I learn if I want to become a data scientist or a machine learning engineer?,data science,94,1,0,1,0,0,1
How did you become a data engineer at Quora?,data science,44,1,0,1,0,0,1
"What do I need to learn to become a Big Data engineer? I'm 30 years old and I'm a mechanical engineer. Also, how many years would it take to become a big data engineer?",data science,168,1,0,1,1,0,1
I have 7 years of experience in database development. How do I become a data engineer?,data science,86,1,0,1,0,0,1
I'm currently a QA engineer aspiring to become a data scientist. How practical is it to make the transition?,data science,108,1,0,1,0,0,0
"How do I succeed as a data engineer in my company? Specifically, I’m seeking general guidelines, best practices that one should follow to become an effective data engineer.",data science,172,1,0,1,1,0,0
How can a commerce student become a data engineer?,data science,50,1,0,1,0,0,1
I am in the 4th year of engineering and want to become a data scientist. How can I become one?,data science,94,1,0,1,0,0,1
"How do I become a data engineer? In my case, I'm 25 and I graduated from a college with a computer programming degree in Toronto, ON, Canada. I want to continue learning and become a data engineer. Can anyone give me advices for the career path?",data science,245,1,0,1,1,0,1
How do I become a data engineer by learning our own from online like YouTube?,data science,77,1,0,1,0,0,1
How can I become a data scientist while having done B.Tech in mechanical engineering?,data science,85,1,0,1,0,0,1
How can I become a Data Scientist or Machine Learning Engineer (without a PhD) from a normal software engineer role?,data science,116,1,0,1,0,0,1
How can I become an advanced data engineer?,data science,43,1,0,1,0,0,1
How can I aim to become a data scientist from being a software engineer for 3 years? Can anyone show me the road-map?,data science,117,1,0,1,0,0,1
How do I become a data engineer with no experience and no money?,data science,64,1,0,1,0,0,1
How much time do we need to become data engineers starting with poor knowledge?,data science,79,1,0,1,0,0,1
"As a data scientist, how can I transition to be a machine learning engineer?",data science,76,1,0,1,0,0,1
"As an undergrad CS student (with college debt) looking to work for a tech company, does it make sense to first become a software engineer if I want to ultimately become a data scientist? How tough would it be to become a data scientist with a BS CS?",data science,249,1,0,1,1,0,1
"How long could it take to become a data scientist, learn software engineering, and SaaS entrepreneur from scratch?",data science,114,1,0,1,0,0,1
How can a programmer with an engineering degree and several years of experience become a data scientist?,data science,104,1,0,1,0,0,1
How difficult is it to become a data scientist through self education/online courses if you have a university degree in mechanical engineering?,data science,143,1,0,1,1,0,1
How can I become a big data engineer after a BCA?,data science,49,1,0,1,0,0,1
How should I start preparing to become a data scientist or a machine learning engineer since I’m in my 2 years of engineering now?,data science,130,1,0,1,1,0,1
